ID,Image,OtherImage,Brand,ProductID,Collection,Origin,Gender,Glass,Movement,InternationalWarranty,WarrantyAtHaiTrieu,CaseDiameter,CaseThickness,Bezel,Strap,DialColor,WaterResistance,Functions,PlaceOfManufacture,Price
59,https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413323.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R124133231.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R124133232.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413323-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R124133233.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413243-R12413323.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/rado.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/09/71959-RGBKTTB-2-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/09/71959-RGBKTTB-2-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/09/71959-RGBKTTB-2-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/09/71959-RGBKTTB-2-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R124133231.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413243-R12413323.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413243-R12413323R12064253.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12413243.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R12064253.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Rado,R12413323,Rado Diastar Original,Thụy Sỹ,Nam,Sapphire,Automatic,2 năm,4 năm,35mm,11.9 mm,Kim loại cứng phủ CVD,Thép không gỉ phủ PVD,Vàng,3 ATM,,,44090000
62,https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-x-Kunihiko-Morinaga-R27086172.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861722.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861721.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861723.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-7.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/rado.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861721.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-1.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861722.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-9.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-2-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-4-1.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-3-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-X-Kunihiko-Morinaga-Special-Edition-R27086172-7.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-10.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Longines-Zulu-Time.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202R27086162R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Rado,R27086172,Rado True Square,Thụy Sỹ,Nam/Nữ,Sapphire,Automatic,2 năm,4 năm,38 mm,9.7 mm,Hightech Ceramic,Hightech Ceramic,Bạc Guiloche,5 ATM,,,84740000
63,https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27083202.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832023.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832021.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832022.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27083202-.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/rado.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832021.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832023.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-4-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270832023.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-10.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Longines-Zulu-Time.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27083202R27086162R27086172.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Rado,R27083202,Rado True Square,Thụy Sỹ,Nam/Nữ,Sapphire,Automatic,2 năm,4 năm,38 mm,9.7 mm,Hightech Ceramic Plasma,Hightech Ceramic Plasma,Xanh dương,5 ATM,,,82090000
64,https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-10.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861622.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861621.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R27086162.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861623.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/rado.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861621.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861621.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861621.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/R270861622.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-6.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-4.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27083202.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Longines-Zulu-Time.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/Rado-True-Square-Automatic-Open-Heart-R27086162-8.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Rado,R27086162,Rado True Square,Thụy Sỹ,Nam/Nữ,Sapphire,Automatic,2 năm,4 năm,38 mm,9.7 mm,Hightech Ceramic,Hightech Ceramic,Đen,5 ATM,,,81170000
75,https://image.donghohaitrieu.com/wp-content/uploads/2024/07/DSC06771.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-23.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-24.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-25.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/07/53198-SVSVBK-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-SVGEPUG-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-IPBBKPUB-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-TTRSVBN-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,53198-SVSVBK-2,,,Nam,Mineral Crystal,Quartz,,,38 mm,,Thép không gỉ,Dây da thật,Trắng,5 ATM,Lịch ngày,Trung Quốc,4600000
100,https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-IPBBKPUB-2.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-23.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-21.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-213568-SVGEPUG-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,13568-IPBBKPUB-2,,Mỹ,Nam,Sapphire,Quartz,2 năm,5 năm,42 mm,mm,Thép không gỉ,Dây silicon đen,Đen,5 ATM,Lịch ngày,Trung Quốc,9610000
101,https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-SVGEPUG-2.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-SVGEPUG-23.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-SVGEPUG-21.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-SVGEPUG-22.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-SVGEPUG-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13568-IPBBKPUB-213568-SVGEPUG-23.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,13568-SVGEPUG-2,,Mỹ,Nam,Sapphire,Quartz,2 năm,5 năm,42 mm,mm,Thép không gỉ,Dây silicon xám,Xám,5 ATM,Lịch ngày,Trung Quốc,9550000
102,https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-SVSVBK-3.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-SVSVBK-33.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-SVSVBK-31.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-SVSVBK-34.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-SVSVBK-32.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/1-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/4-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/5-dong-ho-saga-13702-svsvbk-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,13702-SVSVBK-3,,Mỹ,Nam,Mineral Crystal,Automatic,2 năm,5 năm,42 mm,mm,Thép không gỉ,Dây da đen,Bạc,5 ATM,Sun and Moon  – Lộ cơ,Trung Quốc,11940000
103,https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-TTRSVBN-3.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-TTRSVBN-33.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-TTRSVBN-31.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-TTRSVBN-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-TTRSVBN-34.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13702-TTRSVBN-32.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/3-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/2-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/4-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/5-dong-ho-saga-13702-ttrsvbn-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,13702-TTRSVBN-3,,Mỹ,Nam,Mineral Crystal,Automatic,2 năm,5 năm,42 mm,mm,Thép không gỉ,Dây da nâu,Bạc ,5 ATM,Sun and Moon  – Lộ cơ,Trung Quốc,11940000
104,https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-1.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-4.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-6.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13703-SVBDBK-3-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/saga.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13703-SVBDBK-313702-TTRSVBN-313702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13703-SVBDBK-313702-TTRSVBN-313702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13703-SVBDBK-313702-TTRSVBN-313702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13703-SVBDBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/13703-SVBDBK-31-1.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-IPBBKPUB-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13568-SVGEPUG-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-TTRSVBN-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/06/Saga-13702-SVSVBK-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Saga,13703-SVBDBK-3, Saga Signature,Mỹ,Nam,Mineral Crystal,Automatic,2 năm,5 năm,42 mm,mm,Thép không gỉ,Dây da chính hãng,Đen Platinum,5 ATM,"Cơ chế ngừng kim giây – Hacking Second, Lên dây cót thủ công – Hand Winding",Trung Quốc,12840000
47,https://image.donghohaitrieu.com/wp-content/uploads/2023/09/NH9130-84L.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2023/03/NH9130-84L-5.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/03/NH9130-84L-6.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/03/NH9130-84L-1.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/03/NH9130-84L-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/03/NH9130-84L-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/citizen.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/3-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/3-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/3-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/5-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/4-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/1-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/09/NH9130-17A.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/09/NH8391-51L.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/NH9130-84A.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/09/NH8391-51E.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2024/08/3-dong-ho-citizen-nh9130-84l.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Citizen,NH9130-84L,,Nhật Bản,Nam,Sapphire,Automatic,1 năm,5 năm,40 mm,10.7 mm,Thép không gỉ,,Xanh dương,5 ATM,,Trung Quốc,10085000
86,https://image.donghohaitrieu.com/wp-content/uploads/2023/09/36_RA-AR0001S10B.jpg,"https://image.donghohaitrieu.com/wp-content/uploads/2023/11/Orient-Open-Heart-Second-Small-RA-AR0001S10B-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/Orient-Open-Heart-Second-Small-RA-AR0001S10B-1.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/Orient-Open-Heart-Second-Small-RA-AR0001S10B-4.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/Orient-Open-Heart-Second-Small-RA-AR0001S10B-3.jpg, https://image.donghohaitrieu.com/wp-content/uploads/logo/orient.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/ORIENT-OPEN-HEART-RA-AR0001S10B.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/ORIENT-OPEN-HEART-RA-AR0001S10B.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/ORIENT-OPEN-HEART-RA-AR0001S10B.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/ORIENT-OPEN-HEART-RA-AR0001S10B.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/11/Orient-Open-Heart-Second-Small-RA-AR0001S10B-2.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/03/Orient-Open-Heart-Second-Small-RA-AR0001S10B-5.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/09/RA-AS0101S10B.jpg, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p10.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p12.png, https://image.donghohaitrieu.com/wp-content/uploads/2023/06/p11.png",Orient,RA-AR0001S10B,Orient Contemporary,Nhật Bản,Nam,Sapphire,Automatic,1 năm,5 năm,40.8 mm,11 mm,Thép không gỉ,Thép không gỉ ,Trắng,5 ATM,Open Heart – Small Second,,12410000
